,company,date,title,salary,All_Sectors,Accounting & Finance Jobs,Admin Jobs,Charity & Voluntary Jobs,Consultancy Jobs,Creative & Design Jobs,Customer Services Jobs,Domestic help & Cleaning Jobs,"Energy, Oil & Gas Jobs",Engineering Jobs,HR & Recruitment Jobs,Healthcare & Nursing Jobs,Hospitality & Catering Jobs,IT Jobs,Legal Jobs,Logistics & Warehouse Jobs,Maintenance Jobs,Manufacturing Jobs,Other/General Jobs,"PR, Advertising & Marketing Jobs",Property Jobs,Retail Jobs,Sales Jobs,Scientific & QA Jobs,Social work Jobs,Teaching Jobs,Trade & Construction Jobs,Travel Jobs,Unknown
130,Ensign Therapy,2018-11-01,Physical Therapy Assistant - $2.5K Sign On Bonus,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Ensign Therapy,2018-11-01,Speech Therapist,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,"Rabobank, N.A.",2018-11-01,Mortgage Loan Officer,0,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Universal Services of America,2018-11-01,"Security Officer - Healthcare, Full Time (COV)",0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
134,The Hertz Corporation,2018-11-01,Car Sales Representative,0,Sales Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
135,Airswift,2018-11-01,Drilling / Drillsite Manager III Offshore,0,"Energy, Oil & Gas Jobs",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Sephora,2018-11-01,"Co-Manager, Client Experience & Services",0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
137,The Trade Desk,2018-11-01,Director of People Operations Business Partners,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
138,The Trade Desk,2018-11-01,Talent Acquisition Operations Senior Manager / Director,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
139,LaowaiCareer,2018-11-01,Work From Home Teaching English Onlin,0,Teaching Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
140,Community Memorial Health System,2018-11-01,Oncology Nurse Tech - On-Call (Nights),0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
141,Vipkid,2018-11-01,Part Time - Online English Teacher,0,Teaching Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
142,The Hertz Corporation,2018-11-01,Branch Manager Trainee - Ventura,0,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Sierra Bancorp,2018-11-01,Financial Services Representative - Ventura,0,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,CBC Federal Credit Union,2018-11-01,Account Service Representative I,0,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,Vipkid,2018-11-01,[Remote] Part-time Online Teacher,0,Teaching Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
146,VIPKid,2018-11-01,Online English Instructor - Remote,0,Teaching Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
147,WUHAO HONG KONG LIMITED,2018-11-01,Part-time online ESL teaching,0,Teaching Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
148,Community Memorial Health System,2018-11-01,Clinical Laboratory Scientist - (1) Regular Part-Time & (1) Full-Time Nights,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Soliant Health,2018-11-01,Speech-Language Pathologist Assistant,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
150,Soliant Health,2018-11-01,School based OT (FTE),0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
151,Government Jobs,2018-12-01,Director - Resource Management Agency,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
152,Konica Minolta,2018-12-01,Service Technician,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
153,Care.com,2018-12-01,Cat Care,0,Social work Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
154,"Metagenics, Inc.",2018-12-01,"Strategic Account Manager, Medical Sales (Los Angeles/Ventura County)",0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,"Jobelephant.com, Inc.",2018-12-01,President - Ventura College,0,Teaching Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
156,AT&T,2018-12-01,IT Service Delivery Rep Mid (Government) Ventura/Mugu,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
157,AT&T,2018-12-01,IT Service Delivery Rep Mid (Government) Port Hueneme,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
158,Patagonia Inc.,2018-12-01,Video Editor (Contract role),0,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
159,Soliant Health,2018-12-01,"Speech Language Pathologist - Ventura, CA",0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
160,Mondelez International,2018-12-01,"Part Time Nabisco Merchandiser - Ventura, CA",0,Retail Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
161,VIPKid,2018-12-01,Online ESL Instructor - Remote,0,Teaching Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
162,National Response Corporation,2018-12-01,CDL Driver,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
163,ProCare Therapy,2018-12-01,LVN LPN Job,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
164,ProCare Therapy,2018-12-01,LVN Job- Part Time School Nurse,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
165,Government Jobs,2018-12-01,President,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
166,Bimbo Bakeries USA,2018-12-01,Route Sales Professional,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
167,Lockheed Martin,2018-12-01,Info Assurance Engineer Staff,0,IT Jobs,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,HD Supply,2018-12-01,CDL Driver,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
169,Torrid,2018-12-01,Sales Associate,0,Sales Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
170,Andeavor,2018-12-01,Retail recruiter Southern California-Santa Barbara/Ventura,0,HR & Recruitment Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,ProCare Therapy,2018-12-01,School LPN/LVN Part Time Job,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
172,Universal Services of America,2018-12-01,Hospital Security Officer - Part Time Night Shift,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
173,Universal Services of America,2018-12-01,Hospital Security Officer - Full Time Evening Shift,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
174,Universal Services of America,2018-12-01,Hospital Security Officer - Part Time Evening Shift,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
175,Universal Services of America,2018-12-01,Hospital Security Officer - Full Time Night Shift,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
176,Universal Services of America,2018-12-01,Hospital Security Officer - Full Time Day Shift,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
177,Universal Services of America,2018-12-01,Hospital Security Officer - Part Time Day Shift,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
178,PetSitter,2018-12-01,"Pet Sitting Wanted - You Are Purrrrrfect, Seeking Pet Sitter",0,Domestic help & Cleaning Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,Patagonia Inc.,2018-12-01,Cash Application Specialist,0,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,Transn IOL Technology Co..Ltd,2018-12-01,Comics Translation: Chinese-Spanish,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
181,Community Memorial Health System,2018-12-01,Clinical Manager Same Day Surgery,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,Ventura County Community College District,2018-12-01,Nursing Instructor,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Gannett Co. Inc.,2018-12-01,Advertising Planning Manager,0,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
184,myMDCareers,2018-12-01,"Permanent Urgent Care Physician in Ventura, California",0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,"California Physician Opportunities, Inc",2018-12-01,"Permanent Family Practice-OB Physician in Ventura, California",0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,CompHealth,2018-12-01,"Permanent Psychiatry Physician in Ventura, California",0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,Target,2018-12-01,Executive Team Leader (Assistant Manager) (CA) - Ventura County,0,Customer Services Jobs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,Guest Supply,2018-12-01,Territory Sales Manager – Santa Barbara/Ventura/Woodland Hills,0,Sales Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
191,Target,2018-12-01,Stores Executive Intern (CA) - Ventura County,0,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
192,Community Memorial Health System,2018-12-01,Registered Nurse - Pre-Op/PACU,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
193,Ensign Group,2018-12-01,Certified Nursing Assistant - CNA - Victoria Care Center,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,Hubbell,2018-12-01,Territory Sales Manager (C&I),0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
195,Sysco Guest Supply,2018-12-01,Territory Sales Manager Santa Barbara/Ventura/Woodland Hills,0,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,VIPKid,2018-12-01,Online English Teacher for Children,0,Teaching Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
197,RGIS,2018-12-01,Part Time Retail Inventory Associate - Dist,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
198,Northrop Grumman,2018-12-01,Software Engineer 2/3,0,IT Jobs,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Xilinx,2018-12-01,Technical Sales Engineer,0,IT Jobs,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,Appreciation Financial,2018-12-01,Retirement & Insurance Sales Representative,0,Sales Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
201,Community Memorial Health System,2018-12-01,RCP III - NICU Regular Part-Time,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
202,Herc Rentals Inc.,2018-12-01,"Territory Sales Representative- Ventura, CA",0,Sales Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
203,Northrop Grumman,2018-12-01,Senior Principal Designer Drafter,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
204,Valu Group Enterprises Inc,2018-12-01,Journeyman Electrician/Forman,0,Trade & Construction Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
205,Munwal LLC Property,2018-12-01,Handyman Maintenance,0,Maintenance Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
206,ACOOV INCORPORATED,2018-12-01,Veterinary Hospital Manager,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,Paradise Plumbing and Rooter Inc,2018-12-01,Service and Repair Plumber,0,Trade & Construction Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
208,Andrews International an Allied Universal Company,2018-12-01,Graveyard Unarmed Security Officer,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
209,"Ventura Dental Services, LLC",2018-12-01,General Dentist,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,Express Employment Professionals,2018-12-01,"Construction workers needed for (Roofing, Tile Setting, Drywall, etc.)",0,Trade & Construction Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
211,ProCare Therapy,2018-12-01,School SLPA Job,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
212,Advantage Physical Therapy,2018-12-01,Physical Therapy Aide,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Hawthorn Senior Living,2018-12-01,Charge Nurse - LVN,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,"Superior Court of California, County of Ventura",2018-12-01,Judicial Assistant I/II,0,Legal Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,"City of Ventura, CA",2018-12-01,Police Officer Trainee,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
216,Bill Hahn's Automotive,2018-12-01,Mechanic,0,Engineering Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,Express Employment Professionals,2018-12-01,Employment Specialist,0,HR & Recruitment Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,Ensign Group,2018-12-01,Licensed Vocational Nurse - LVN - Victoria Care Center,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
219,The Turner Agency,2018-12-01,Business Opportunity/ Outside Sales Insurance Financial Services,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
220,K B Catering Services LLC,2018-12-01,Kitchen Manager,0,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,CyberCoders,2018-12-01,Civil Engineer,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
222,Victoria's Secret,2018-12-01,Brand Operations Supervisor-Pacific View Ventura,0,Sales Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
223,PacWest Bancorp,2018-12-01,"VP / SVP, Relationship Manager",0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
224,MissionCare,2018-12-01,Caregiver/Home Care Aide/PCA/CNA,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Assisted Home Health & Hospice,2018-12-01,Caregiver/CNA/CHHA,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,Assisted Home Health & Hospice,2018-12-01,Full Time Benefitted Hospice HHA,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,myCNAjobs,2018-12-01,Luxury Assisted Living Jobs - Resident Caregivers & CNAs,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,Assisted Home Health & Hospice,2018-12-01,Attention Home Health Aides and CNAs - Multiple Positions with Competitive Pay and Full Time Benefits,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,UNIFY Financial Credit Union,2018-12-01,Personal Banker,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
231,Ventura Grand Chateau,2018-12-01,Kitchen Cook,0,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Soliant Health,2018-12-01,Speech Language Pathology Job in California,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
233,Ensign Therapy,2018-12-01,Speech Therapist,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,AdvantagePlusCaregivers,2018-12-01,Home Care Aide/Caregiver ( Free Training/Overtime/Bonuses ),0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,City of Ventura,2018-12-01,SENIOR ACCOUNTANT,0,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,FeldCare Connects,2018-12-01,Ventura Home Health Occupational Therapist (OTR/L) Needed,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
238,"Macy's, Inc.",2018-12-01,"Asset Protection / Loss Prevention Detective, Full Time: Pacific View Mall",0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
239,American Girl Cleaning LLC,2018-12-01,Cleaning Lady,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
240,John M Frank Construction,2018-12-01,Plumber - Commercial - Service,0,Trade & Construction Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
241,JPMorgan Chase,2018-12-01,"Private Client Banker- Santa Barbara, Ventura and Surrounding Areas, CA (Series 6 and Life Preferred)",0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
242,Advantage Physical Therapy,2018-12-01,Physical Therapist,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,New Level Resources,2018-12-01,Property Management Operations Assistant,0,Charity & Voluntary Jobs,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Community Memorial Health System,2018-12-01,Clinical Nurse Manager (Pre-op/PACU),0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,Crown Equipment Corporation,2018-12-01,Cust Service Sales Rep Branch,0,Sales Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
246,Bevyhouse LLC,2018-12-01,Architectural Designer,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
247,Soliant Health,2018-12-01,Full Time : Speech Language Pathologist Job,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
248,Army National Guard,2018-12-01,13B Cannon Crewmember - Weapons Systems Technician,0,Maintenance Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
249,青尚国际,2018-12-01,$15 - $25/hr on-line teacher,0,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
250,Smile Brands,2018-12-01,Oral Surgeon,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,Staff Care,2018-12-01,"Locum Tenens Internal Medicine Physician in Ventura, California",0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,Crown Dodge Chrysler Jeep Ram,2018-12-01,Internet Sales Manager,0,Sales Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
253,Staples Construction Co. Inc.,2018-12-01,"Project Engineer, Construction",0,Trade & Construction Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
254,"BMI Mechanical, Inc.",2018-12-01,HVAC Technician - Commercial/Industrial,0,Trade & Construction Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
255,Octopus Restaurant,2018-12-01,General Manager - Sumo Sushi,0,Customer Services Jobs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,"City of Ventura, CA",2018-12-01,Senior Accountant,0,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,FilmTrack,2018-12-01,Pre Sales Solutions Engineer,0,IT Jobs,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,FilmTrack,2018-12-01,Business Analyst,0,IT Jobs,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,FilmTrack,2018-12-01,QA Engineer,0,IT Jobs,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,FilmTrack,2018-12-01,Applications Engineer,0,IT Jobs,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,Hertz Rent a Car,2018-12-01,Car Sales Representative,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
262,US Department of the Navy,2018-12-01,CIVIL ENGINEER,0,Engineering Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,DaVita,2018-12-01,Clinical Coordinator ( RN Supervisor ),0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,"Smart Staffing Solutions, A Division of Temps Plus",2018-12-01,Licensed Real Estate Agent | New Home Sales | Ventura County,0,Property Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
265,"Advantage Sales and Marketing, LLC",2018-12-01,WP Segment Specialist Non Commercial,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
266,Iprotech Inc,2018-12-01,Phone repair Technician,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
