,company,date,title,All_Sectors,Accounting & Finance Jobs,Admin Jobs,Consultancy Jobs,Customer Services Jobs,Domestic help & Cleaning Jobs,"Energy, Oil & Gas Jobs",Engineering Jobs,Graduate Jobs,HR & Recruitment Jobs,Healthcare & Nursing Jobs,Hospitality & Catering Jobs,IT Jobs,Logistics & Warehouse Jobs,Manufacturing Jobs,Other/General Jobs,"PR, Advertising & Marketing Jobs",Property Jobs,Retail Jobs,Scientific & QA Jobs,Teaching Jobs,Trade & Construction Jobs,Travel Jobs,Unknown
406,NOV,2018-11-01,Human Resources Technology (HRT) Support Analyst,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,NOV,2018-11-01,Sales Representative III (Senior),"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,Aegion,2018-11-01,Sr Web Developer,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,TransCanada,2018-11-01,Instrumentation & Electrical Project Engineer,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,Phillips66,2018-11-01,"Analyst, Reporting & Position Control in Houston , Texas","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,Jacobs,2018-11-01,Sr. Electrical PDMS Designer- Offshore,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,Phillips66,2018-11-01,"Operations Training Development Specialist - Houston in Houston , Texas","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,Forum,2018-11-01,Director Quality Assurance,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,Forum,2018-11-01,Project Manager,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,NOV,2018-11-01,CNC Machinist,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,BP,2018-11-01,Lead Economist: global oil markets and transportation,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,Oxy,2018-11-01,Reservoir Engineer,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,Siemens,2018-11-01,Production Scheduler/Planner,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,Oxy,2018-11-01,Engineer Advisor Artificial Lift,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,ConocoPhillips,2018-11-01,"Advisor, Community Relations","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,Phillips66,2018-11-01,"Trade Surveillance Analyst in Houston , Texas","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,Weatherford,2018-11-01,Core Evaluation Specialist II,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,Weatherford,2018-11-01,Core Evaluation Specialist I,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,Shell,2018-11-01,"Sale Manager – Feedstocks - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,Shell,2018-11-01,"Engineering Technician- Houston,TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,Exxon Mobil,2018-11-01,2019USP - Veteran Seeking Full Time Positions,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,NOV,2018-11-01,Manufacturing Supervisor,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,Weatherford,2018-11-01,Development Engineer,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,Phillips66,2018-11-01,"Director of Mechanical Integrity in Houston , Texas","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,Weatherford,2018-11-01,Project Engineer,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,Jacobs,2018-11-01,Mobile Servicing Systems (MSS) Robotics System Engineer,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,Jacobs,2018-11-01,Sr. Structural Designer- Offshore Platforms,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,Aegion,2018-11-01,Driller Assistant/Construction Operator - CDL Class A,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,Aegion,2018-11-01,Project Controls Analyst - Corrosion Protection,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,Aegion,2018-11-01,Sr. Recruiter,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,Aegion,2018-11-01,Construction Operator - CDL Class A,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,Siemens,2018-11-01,Consulting Methods Development Chemist - TX,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,Schlumberger,2018-11-01,Sales & Commercial Proposals Manager,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,Oxy,2018-11-01,Crude Settlements Accountant,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,Bechtel,2018-11-01,Senior Process Engineer,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,Shell,2018-11-01,"Patent Agent - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,NOV,2018-11-01,Control Software Engineer,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,NOV,2018-11-01,Reliability Engineer,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,Weatherford,2018-11-01,Lab Technician,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,Shell,2018-11-01,"Staff Economist (Decision Analysis) - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,BP,2018-11-01,Commodity Risk Analyst – Valuations & Business Management Information,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,NOV,2018-11-01,"Marketing Representative, Unconventionals","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,NOV,2018-11-01,Civil Engineer,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,NOV,2018-11-01,Senior Transfer Pricing Analyst,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,Aegion,2018-11-01,Area Safety Manager,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,Aegion,2018-11-01,"Regional Director, Sales",Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,Aegion,2018-11-01,Cathodic Protection Construction/Drilling Superintendent,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,Bechtel,2018-11-01,Senior Estimator,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,Baker Hughes,2018-11-01,"Product Line Manager – Smart Intervention - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,LyondellBasell,2018-11-01,"Project Lead/Senior Project Lead, FP&A Systems and Projects",Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,Jacobs,2018-11-01,Document Control Specialist,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,Baker Hughes,2018-11-01,"Senior Application Architect and Security Manager (OFS) - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,Baker Hughes,2018-11-01,"Intellectual Property Litigation Counsel (Legal) - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,Baker Hughes,2018-11-01,"Carbon Management Practice Lead (GCA) Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,Aegion,2018-11-01,Regional Sales Engineer,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,Weatherford,2018-11-01,Purchasing Manager,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,Wood,2018-11-01,Project Manager III,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,Bechtel,2018-11-01,Senior Compressor Engineer - APCI,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,ConocoPhillips,2018-11-01,3rd Mate,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,ConocoPhillips,2018-11-01,Able Bodied Seaman - (A.B.),"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,ConocoPhillips,2018-11-01,Utility Person - Offshore,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,Baker Hughes,2018-11-01,"Junior NC Machinist - 3rd Shift (CWI) - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,Baker Hughes,2018-11-01,"Electronic Technician (Wireline) - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,NOV,2018-11-01,Senior Human Resource Generalist,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,Baker Hughes,2018-11-01,"Remote Operations Specialist (OFS) - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,Weatherford,2018-11-01,OPERATIONS SUP-MOTOR/BHE,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,Enercon.,2018-11-01,Sr. Ecologist,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,ConocoPhillips,2018-11-01,"Analyst, Supply Chain 2019","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,TechnipFMC,2018-11-01,"Electrical Engineer, Controls Projects","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,TechnipFMC,2018-11-01,Commissioning Supervisor,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,Wood,2018-11-01,Project Technical Professional II,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,Bechtel,2018-11-01,LNG Startup Manager - APCI,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,Baker Hughes,2018-11-01,"Equipment Sales / Rental Director (OFS) - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,Baker Hughes,2018-11-01,"CNC Lathe Machinist - 3rd Shift (Completions & Wellbore Intervention) - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,Baker Hughes,2018-11-01,"Materials Scientist (R&D) - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,Baker Hughes,2018-11-01,"Cross Product Line Tender Manager (OFS) - Houston, TX; London or Aberdeen, UK; Dubai, UAE","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,Baker Hughes,2018-11-01,"Strategic Sourcing Manager (OFS) - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,Baker Hughes,2018-11-01,"Manufacturing Engineer (Wireline) - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,NOV,2018-11-01,Quality Assurance Engineer,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,Aegion,2018-11-01,Engineer III - AC Mitigation,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,NOV,2018-11-01,Materials Coordinator,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,TechnipFMC,2018-11-01,Inside Sales Representative,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,Siemens,2018-11-01,Project Manager - Building Automation / HVAC Controls,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,TechnipFMC,2018-11-01,Financial Analyst IT,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,TechnipFMC,2018-11-01,Human Resource Coordinator,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,Oxy,2018-11-01,"Analyst Financial, PR Midland Finance","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,Wood,2018-11-01,Project Manager IV,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,LyondellBasell,2018-11-01,"Senior/Lead Financial Systems Analyst, FP&A Systems and Projects",Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,Baker Hughes,2018-11-01,"Electronic Assembler (Wireline) - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,Baker Hughes,2018-11-01,"Supply Chain Planning Product Manager (Digital Technology) - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,Baker Hughes,2018-11-01,"Electro/Mechanical Technician (Wireline) - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,Baker Hughes,2018-11-01,"Lead Mechanical Design Engineer – Unconventional Completions – Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,Baker Hughes,2018-11-01,"Senior Machinist (Wireline) - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,Baker Hughes,2018-11-01,"Well Engineer (OFS) - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,Baker Hughes,2018-11-01,"Laboratory Material Characterization Scientist (R&D) - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,Baker Hughes,2018-11-01,"Electrical/Mechanical Technician (Drilling Services) - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,Baker Hughes,2018-11-01,"Senior Product Development Engineer (CWI) - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,Baker Hughes,2018-11-01,"Senior SAP Security Analyst (Digital Technology) - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,Baker Hughes,2018-11-01,"Internal Audit Manager - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,Baker Hughes,2018-11-01,"Account Manager (Wireline) – Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,BP,2018-11-01,Senior Tax Analyst,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,NOV,2018-11-01,Service Office Coordinator,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,Oxy,2018-11-01,Analyst Financial,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,Bechtel,2018-11-01,Process Engineering Supervisor - APCI,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,Bechtel,2018-11-01,Startup Manager - APCI,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,Wood,2018-11-01,Project Manager,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,Enercon.,2018-11-01,FERC / NEPA Project Manager,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,Enercon.,2018-11-01,Environmental Inspector,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,Baker Hughes,2018-11-01,"Coating Research Scientist (Materials Science) – Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,Baker Hughes,2018-11-01,"Polymer Research Scientist (R&D) - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,Baker Hughes,2018-11-01,"Field Specialist (In-Line Inspection) - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,Baker Hughes,2018-11-01,"Sales Operations Specialist - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,Baker Hughes,2018-11-01,"Materials Planning & Execution Specialist (Wireline) - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,NOV,2018-11-01,"Facilities Maintenance Tech - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,Forum,2018-11-01,Software Engineer,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,Wood,2018-11-01,Graduate Structural or Mechanical Engineer,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,Bechtel,2018-11-01,Pipeline Facilities Manager/Engineer,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,ConocoPhillips,2018-11-01,"Intern, Land GIS Analyst 2019","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,ConocoPhillips,2018-11-01,Mess Person,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,Jacobs,2018-11-01,Project/Test Engineer,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,Jacobs,2018-11-01,Thermal Analysis Engineer,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,Baker Hughes,2018-11-01,"Senior Additive Manufacturing Design Engineer (Additive Manufacturing) Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,Baker Hughes,2018-11-01,"Sr. RDD Tech - Unconventional Completions - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,Baker Hughes,2018-11-01,"Intelligent Production Systems (IPS) Product Line Reliability Engineer - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,Baker Hughes,2018-11-01,"Laboratory Chemical Characterization Scientist (R&D) - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,Baker Hughes,2018-11-01,"Mechanical Modeling Scientist (R&D) - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,Baker Hughes,2018-11-01,"Electro-Mechanical Technician (Drilling Services) - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,Baker Hughes,2018-11-01,"Proposals Specialist (OFS) - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,Baker Hughes,2018-11-01,"Senior Staff Technical Program Manager - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,Baker Hughes,2018-11-01,"Employment Brand Leader - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,NOV,2018-11-01,Shear Wave Operator/Operator Trainee,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,Bechtel,2018-11-01,Sr. LNG Technology Manager,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,Bechtel,2018-11-01,Expatriate Tax Advisor - America's and APAC Regions,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,ConocoPhillips,2018-11-01,"Intern, Land Technician 2019","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,ConocoPhillips,2018-11-01,3rd Assistant Engineer,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,Baker Hughes,2018-11-01,"Senior Materials Management Staff Manager (Supply Chain) - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,Baker Hughes,2018-11-01,"Remote Operations Specialist (ROMS) - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,Baker Hughes,2018-11-01,"Senior Oil & Gas Economics Expert (GCA) Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,Baker Hughes,2018-11-01,"Machinist (Wireline) - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,Baker Hughes,2018-11-01,"Cost Excellence & Productivity Manager (OFS) - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,Baker Hughes,2018-11-01,"Sales Specialist (Drilling Services) - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,Baker Hughes,2018-11-01,"Technical Product Line Manager (PPS) - Houston, TX; Sugar Land, TX; Broussard, LA","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,NOV,2018-11-01,Scrum Master,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,Macquarie Group,2018-11-01,Trade Finance- Letters of Credit Executive,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
