,company,date,title,All_Sectors,Accounting & Finance Jobs,Admin Jobs,Charity & Voluntary Jobs,Consultancy Jobs,Creative & Design Jobs,Customer Services Jobs,Domestic help & Cleaning Jobs,"Energy, Oil & Gas Jobs",Engineering Jobs,Graduate Jobs,HR & Recruitment Jobs,Healthcare & Nursing Jobs,Hospitality & Catering Jobs,IT Jobs,Legal Jobs,Logistics & Warehouse Jobs,Maintenance Jobs,Manufacturing Jobs,Other/General Jobs,"PR, Advertising & Marketing Jobs",Part time Jobs,Property Jobs,Retail Jobs,Sales Jobs,Scientific & QA Jobs,Social work Jobs,Teaching Jobs,Trade & Construction Jobs,Travel Jobs,Unknown
1233,ADP   Automatic Data Processing,2018-12-01,Carrier Strategy Account Manager - Benefits,IT Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,Deloitte,2018-12-01,Sales Effectiveness Manager,Consultancy Jobs,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,EY ,2018-12-01,Transaction Tax - Senior Manager - Miami,Consultancy Jobs,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,Deloitte,2018-12-01,Oracle HCM Application Management Solution Design Manager,IT Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,KPMG Consulting Services,2018-12-01,Managing Director,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1238,Orkin,2018-12-01,Pest Control Technician,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1239,Orkin,2018-12-01,Termite Technician,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1240,Orkin,2018-12-01,Commercial Pest Control Technician,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1241,LOEWS HOTELS,2018-12-01,Security Officer Overnight,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1242,Aramark Corporation,2018-12-01,Imaging Services Engineer II - Healthcare Technologies,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,Select Medical Corporation,2018-12-01,Physical Therapist - Outpatient Orthopedics,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1244,"Gresham, Smith and Partners",2018-12-01,Document Control Specialist - Healthcare Market,IT Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1245,PeaceHealth,2018-12-01,"Acute Care Nurse - Relocation to Oregon - $20,000 Bonus",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,Care.com,2018-12-01,Babysitter Needed For 2 Children In Miami,Social work Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1247,Forfeiture Support Associates ,2018-12-01,Junior Financial Analyst Supporting the USMS,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1248,TracFone Wireless,2018-12-01,"Senior Director, Government & Enterprise Sales",Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1249,TracFone Wireless,2018-12-01,"Senior Director, Strategic & Operational Feasibility",Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1250,TracFone Wireless,2018-12-01,"Senior Director, Agent & Distribution Accounts",Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1251,TracFone Wireless,2018-12-01,"Senior Director, Account Sales",Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1252,Citigroup,2018-12-01,Regional Rewards Head – Latin America,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,Deloitte,2018-12-01,Systems Engineering Agile/Scrum Master – Manager,Consultancy Jobs,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1254,Deloitte,2018-12-01,Oracle EBS Financials- Manager,IT Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,Deloitte,2018-12-01,Health Care System Engineering Manager,Consultancy Jobs,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1256,Deloitte,2018-12-01,SAP SuccessFactors – Manager,IT Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1257,Deloitte,2018-12-01,Oracle Cloud ERP Financials- Manager,IT Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1258,Deloitte,2018-12-01,SAP SuccessFactors – Senior Consultant,IT Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1259,Deloitte,2018-12-01,Oracle Billing & Revenue Management (BRM) - Manager,IT Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,Assurant,2018-12-01,IT Security Engineer,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1261,Coty,2018-12-01,Market Planning Leader (72442),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1262,Deloitte,2018-12-01,Systems Engineering Functional Manager,Consultancy Jobs,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1263,Hyatt Place Miami Airport East,2018-12-01,Housekeeping,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,Del Monte Fresh Produce Inc,2018-12-01,"Quality Claims Coordinator - Coral Gables, FL (20121281)",Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,"City of Coral Gables, FL",2018-12-01,Lead Sanitation Division Coordinator,Customer Services Jobs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,Allied Universal Security,2018-12-01,Security Guard - Upscale Condominium - Miami Beach,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1267,"Equinox Holdings, Inc.",2018-12-01,Licensed Massage Therapists - Aventura,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1268,Baptist Health South Florida,2018-12-01,"Patient Care Supervisor (Nurse Supervisor), Med Surg Oncology, FT, 7A-7:30P",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1269,Baptist Health South Florida,2018-12-01,"Clinical Partner 1 (CNA), Med Surg Respiratory, FT, 7P-7:30A",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,Baptist Health South Florida,2018-12-01,"Dietitian 1, Clinical Nutrition Staff, PT, 8A-4:30P",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,State of Florida Jobs,2018-12-01,Biological Administrator,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1272,KPMG Consulting Services,2018-12-01,"Senior Manager, Value Added Tax",Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1273,Care.com,2018-12-01,P/T Child Care In Miami Beach,Social work Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1274,Atkins,2018-12-01,Senior Environmental Inspector,Consultancy Jobs,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,Deloitte,2018-12-01,Oracle EBS Supply Chain Management- Manager,IT Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,Robert Half International Inc.,2018-12-01,"Staffing Manager Accountemps (Outside)- Coral Gables, FL","PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1278,exp.,2018-12-01,Mechanical Designer / Engineer 2,Consultancy Jobs,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1279,SAP,2018-12-01,Solution Advisor Senior Specialist Job,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1280,Bath & Body Works,2018-12-01,BBW Top Seller-Dolphin Mall 2,Sales Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1281,Victoria's Secret,2018-12-01,Sales & Support Generalist-The Dolphin Mall,Sales Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1282,CyberCoders,2018-12-01,.NET Developer,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1283,Panalpina,2018-12-01,Gateway Air Import Agent,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1284,HCA Healthcare,2018-12-01,Operating Room Nurse,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,Cargill,2018-12-01,Export Compliance Operations Manager,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1286,HDR,2018-12-01,Power Delivery Engineering/Construction Integrated Delivery Lead,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1287,Transn IOL Technology Co..Ltd,2018-12-01,Comics Translation: Chinese-Spanish,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1288,InfoScout,2018-12-01,Sales Director,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1289,AdChoices Xeris Pharmaceuticals,2018-12-01,Regional Medical Affairs Director,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1290,EF Corporate Solutions,2018-12-01,Recruitment Director,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1291,InfoScout,2018-12-01,Account Director,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1292,InfoScout,2018-12-01,Sales Director - CPG,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1293,NBC Universal,2018-12-01,"Manager, Media Systems",Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1294,Deloitte,2018-12-01,"Data Analytics, Senior Consultant - Managed Analytics",Consultancy Jobs,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,Orkin,2018-12-01,Outside Sales Professional,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1297,"TekPartners, A P2P Company",2018-12-01,Application Analyst / Programmer,IT Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,Smart Folks Inc.,2018-12-01,"Identity Management | IDAM-Design, work flow, Implementation",IT Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,Charter Schools USA,2018-12-01,School Receptionist - Downtown Miami Charter School,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1300,Compass Group,2018-12-01,FOOD SVC UTILITY (PART-TIME),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1301,adidas,2018-12-01,Retail Cash Wrap Supervisor - Dolphin 271,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1302,SAIC,2018-12-01,Chief Network Solutions Architect (Telework),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1303,UNIVISION,2018-12-01,Associate Producer,Creative & Design Jobs,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,UNIVISION,2018-12-01,Board Operator - PT,Creative & Design Jobs,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,UNIVISION,2018-12-01,Production Coordinator,Creative & Design Jobs,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,UNIVISION,2018-12-01,Warehouse Supervisor,Creative & Design Jobs,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1307,UNIVISION,2018-12-01,Executive Assistant,Creative & Design Jobs,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,Prime HealthCare Staffing,2018-12-01,"Licensed PT - Miami, FL",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309,One Staff Medical,2018-12-01,Travel Registered Nurse RN Cardiovascular Operating Room CVOR - Orlando,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1310,Supplemental Health Care,2018-12-01,Registered Nurse - Medical Intensive Care Unit,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1311,Supplemental Health Care,2018-12-01,Travel Intensive / Critical Care Unit Registered Nurse - ICU / CCU RN,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1312,"Brooks Brothers Group, Inc",2018-12-01,"Store Supervisor, Part Time- Aventura, FL",Retail Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1313,"TekPartners, A P2P Company",2018-12-01,Identity Access Management Engineer,IT Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1314,Kendall Regional Medical Ctr   HCA Healthcare,2018-12-01,"Registered Nurse (RN), NICU Per Diem (PRN)",Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1315,Kendall Regional Medical Ctr   HCA Healthcare,2018-12-01,"NICU, Registered Nurse (RN), Full Time Nights",Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1316,Mercy Hospital   HCA Healthcare,2018-12-01,Registered Nurse - Special Procedures Imaging - Per Diem,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1317,Mercy Hospital   HCA Healthcare,2018-12-01,RN Telemetry PRN,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1318,Assurant,2018-12-01,Information Security Architect,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1319,Oath,2018-12-01,"Account Manager, Publisher Sales (LATAM)",IT Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,Raytheon,2018-12-01,Identity Operations Manager,IT Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321,OUTFRONT media,2018-12-01,Advertising Sales Director,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1322,NBC Universal,2018-12-01,Senior Production Manager,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1323,Accenture,2018-12-01,Human Resource Workforce Consulting Manager,Consultancy Jobs,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,Genesis HealthCare Consultants,2018-12-01,"Permanent Vascular Surgery Physician in Miami, Florida",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,myMDCareers,2018-12-01,"Permanent Medical Director Physician in Miami, Florida",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1327,MASC Medical,2018-12-01,"Permanent Psychiatry Physician in Miami, Florida",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,MASC Medical,2018-12-01,"Permanent Internal Medicine Physician in Miami, Florida",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,HDA,2018-12-01,"Permanent Urology Physician in Miami, Florida",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,Enterprise Medical Recruiting,2018-12-01,"Permanent Pediatric Orthopedics Physician in Miami, Florida",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,Genesis HealthCare Consultants,2018-12-01,"Permanent ObGyn Physician in Miami, Florida",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1332,Genesis HealthCare Consultants,2018-12-01,Permanent Psychiatry Physician in Florida,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1333,First Choice Network,2018-12-01,"Permanent Internal Medicine Physician in Miami, Florida",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1334,Mint Physician Staffing,2018-12-01,"Locum Tenens Family Practice Physician in Miami, Florida",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1335,Enterprise Medical Recruiting,2018-12-01,"Permanent Psychiatry Physician in Miami, Florida",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,Enterprise Medical Recruiting,2018-12-01,"Permanent Dermatology Physician in Miami, Florida",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1337,CompHealth,2018-12-01,"Permanent Psychiatry Physician in Miami, Florida",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338,MASC Medical,2018-12-01,"Permanent Dermatology Physician in Miami, Florida",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,"Olesky Associates, Inc",2018-12-01,"Permanent Urology Physician in Miami, Florida",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,Enterprise Medical Recruiting,2018-12-01,"Permanent Orthopedic Trauma Physician in Miami, Florida",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1341,Enterprise Medical Recruiting,2018-12-01,"Permanent Internal Medicine Physician in Miami, Florida",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,MyDermRecruiter,2018-12-01,"Permanent Dermatology Physician in Miami, Florida",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,"VISTA Staffing Solutions, Inc.",2018-12-01,"Permanent Urology Physician in Miami, Florida",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,myMDCareers,2018-12-01,"Permanent Family Practice Physician in Miami, Florida",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1345,MASC Medical,2018-12-01,"Permanent Neurosurgery Physician in Miami, Florida",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1347,The Nephrology Physician Network,2018-12-01,"Permanent Nephrology Physician in Miami, Florida",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1348,MASC Medical,2018-12-01,"Permanent Primary Care Physician in Miami, Florida",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1349,Enterprise Medical Recruiting,2018-12-01,"Permanent Otolaryngology Physician in Miami, Florida",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1351,"Doctors Choice Placement Services, Inc",2018-12-01,"Permanent Psychiatry Physician in Miami, Florida",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352,"Olesky Associates, Inc",2018-12-01,"Permanent Neurology Hospitalist Physician in Miami, Florida",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1353,MASC Medical,2018-12-01,"Permanent Orthopedic Spine Physician in Miami, Florida",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1354,Juventus Cosmetic Surgery,2018-12-01,"Permanent Plastic Surgery Physician in Miami, Florida",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,MASC Medical,2018-12-01,"Permanent Family Practice Physician in Miami, Florida",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1357,Enterprise Medical Recruiting,2018-12-01,"Permanent Geriatrics Physician in Miami, Florida",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1358,"Olesky Associates, Inc",2018-12-01,"Permanent Cardiology Noninvasive Physician in Miami, Florida",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1359,CompHealth,2018-12-01,"Permanent Hospitalist Physician in Miami, Florida",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1361,"1888MDSEARCH, INC.",2018-12-01,"Permanent Internal Medicine Physician in Miami, Florida",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,Enterprise Medical Recruiting,2018-12-01,"Permanent Pediatrics Physician in Miami, Florida",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1364,MASC Medical,2018-12-01,"Permanent Psychiatry Adult Physician in Miami, Florida",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,"Olesky Associates, Inc",2018-12-01,"Permanent Primary Care Physician in Miami, Florida",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
